webtoon_id,title,genre,thumbnail,summary,episodes,Created by,view,subscribe,grade,released_date,url,cover,likes,Written by,Art by,Adapted by,Original work by,Assisted by
395,The DaneMen,Comedy,https://webtoon-phinf.pstatic.net/20150302_7/1425295869450QF8wH_PNG/EC9E91ED9288EC8381EC84B8_pc_img.png,"""Show, don't tell. That's what they told me.
 
""The DaneMen"" is a silent comic strip. People all look the same.
 
There are three main flavors: absurd, truthy and grim.
 
Hitchcock said ""Drama is life with all the dull bits cut out.""
 
Too bad. Life is 99% dull bits. Seems like a waste of bits to me.
 
Chaplin said ""Life is a tragedy when seen in close-up, but a comedy in long-shot.”
 
Well...""The DaneMen"" has close-ups, long-shots, AND mediums-shots!
 
Take that, Chaplin!""",271,David Danemen,8.5M,"40,642",9.07,"Mar 2, 2015",https://www.webtoons.com/en/comedy/the-danemen/list?title_no=395,https://webtoon-phinf.pstatic.net/20160408_205/1460081399171tqCpc_JPEG/danemen_EC8DB8EB84A4EC9DBC_ipad_EC8898ECA095.jpg?type=a210,"459,051",,,,,
358,Lars,Slice of life,https://webtoon-phinf.pstatic.net/20141204_13/1417681436752aOqlz_PNG/EC9E91ED9288EC8381EC84B8_pc_img.png,The everyday misadventures of The Awkward Yeti,234,The Awkward Yeti,8.5M,"46,169",8.53,"Dec 4, 2014",https://www.webtoons.com/en/slice-of-life/lars/list?title_no=358,https://webtoon-phinf.pstatic.net/20210329_289/1616995842548PH5jc_JPEG/3Lars_ipad.jpg?type=a210,"304,718",,,,,
279,New Life Project,Comedy,https://webtoon-phinf.pstatic.net/20140917_78/1410920408249qYfwo_PNG/49_EC8BA0ED9689ED999CEC9AB4EB8F99.png,"Have a laugh at the lifestyles and worries of everyday people, sentient flowers, and belly-dancing office workers.",53,Cherng,1.7M,"15,503",8.40,"Aug 18, 2014",https://www.webtoons.com/en/comedy/new-life-project/list?title_no=279,https://webtoon-phinf.pstatic.net/20140818_43/1408327480291T9epK_JPEG/03_cherng_thumb_pad.jpg?type=a210,"72,900",,,,,
482,Pigminted,Slice of life,https://webtoon-phinf.pstatic.net/20150602_224/1433240642009yMf6e_PNG/EC9E91ED9288EC8381EC84B8_pc_img.png,A little bit made up and a lot of it not,210,Le Brown,4M,"23,449",8.74,"Jun 9, 2015",https://www.webtoons.com/en/slice-of-life/pigminted/list?title_no=482,https://webtoon-phinf.pstatic.net/20160408_127/1460081279306yGRDi_JPEG/EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,"235,547",,,,,
585,BuzzFeed Comics,Comedy,https://webtoon-phinf.pstatic.net/20151123_26/1448250813248mkg0S_PNG/list_PC_img.png,Comics that get you.,427,BuzzFeed Comics,19.5M,"80,959",5.64,"Nov 23, 2015",https://www.webtoons.com/en/comedy/buzzfeed-comics/list?title_no=585,https://webtoon-phinf.pstatic.net/20151123_224/14482507587202yFUV_JPEG/thumb_ipad.jpg?type=a210,"822,492",,,,,
428,Tickle Town,Comedy,https://webtoon-phinf.pstatic.net/20150416_180/1429111115720JFusE_PNG/EC9E91ED9288EC8381EC84B8_pc_img.png,"These tickles are not tickles for your skin, these are tickles for your soul!",180,,2.7M,"15,995",6.59,"Apr 15, 2015",https://www.webtoons.com/en/comedy/tickle-town/list?title_no=428,https://webtoon-phinf.pstatic.net/20210329_284/16169959018828gOTa_JPEG/2Tickle-Town_ipad.jpg?type=a210,"115,105",Ardtron,GNICE,,,
560,Cyko-KO,Superhero,https://webtoon-phinf.pstatic.net/20151020_218/1445330408071AMQyE_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"With Earth rapidly deteriorating from pollution, colonization of a new SuperEarth is the only hope that remains for all humankind. But when giant monsters kill its sole protector, Mega KO, at the hands of Baron Diablo, the President of Earth is forced to find a new guardian. Orders go out for Mega KO’s troubled son, stunt motorcyclist Cyko KO, to succeed in protecting the colonies!",27,Robert Feldman,"242,305","7,753",7.39,"Oct 22, 2015",https://www.webtoons.com/en/super-hero/cyko-ko/list?title_no=560,https://webtoon-phinf.pstatic.net/20210329_76/1617016926372lseDL_JPEG/3Cyko-KO_ipad.jpg?type=a210,"8,663",,,,,
418,Nicholalala,Slice of life,https://webtoon-phinf.pstatic.net/20160930_142/1475205509687A6PRy_PNG/Details_pc_cha.png,"See the world through Nicholalala’s eyes. She has always seen the world a little differently, but now living in a new culture and struggling with a new language, she withdraws into her own mind and sees things in a more whimsical and creative way than real life. Where does reality end and imagination really start?",155,Nichola Gwon,3M,"19,179",8.99,"Apr 7, 2015",https://www.webtoons.com/en/slice-of-life/nicholalala/list?title_no=418,https://webtoon-phinf.pstatic.net/20160930_245/1475205486833pCaHC_JPEG/thumb_ipad.jpg?type=a210,"184,834",,,,,
2723,High Class Homos,Comedy,https://webtoon-phinf.pstatic.net/20210908_150/1631065987470HhVbN_PNG/6High+Class+Homos_desktop_landingpage_FG.png,"Princess Sapphia of Mytilene is not into princes. So, when her parents start putting the heat on her to get hitched, she enlists the help of her equally gay best friend, Prince August of Phthia. But will these two royals be able to pull off a convincing sham marriage? More importantly, will Sapphia ever land a date with the castle maids? Follow these high class homos as they navigate life, love, and (occasionally) their actual jobs.",54,Momozerii,49.1M,"787,293",9.34,"Sep 15, 2021",https://www.webtoons.com/en/comedy/high-class-homos/list?title_no=2723,https://webtoon-phinf.pstatic.net/20210908_283/163106588552132bCN_JPEG/1High+Class+Homos_desktop_thumbnail.jpg?type=a210,4.3M,,,,,
2972,Super Awkward Man,Comedy,https://webtoon-phinf.pstatic.net/20211124_177/1637721541996nMuGl_PNG/9SuperAwkwardMan_desktop_landingpage_fg.png,Is everyone around you a Cringelord? ...Join SAM on his miserable journey to save the world from awkwardness!,18,,1M,"85,252",9.50,"Dec 12, 2021",https://www.webtoons.com/en/comedy/super-awkward-man/list?title_no=2972,https://webtoon-phinf.pstatic.net/20211124_200/1637721494320ExNfJ_JPEG/4SuperAwkwardMan_desktop_thumbnail.jpg?type=a210,"140,056",Pixzzo,Afra,,,
1498,Love Advice from the Great Duke of Hell,Comedy,https://webtoon-phinf.pstatic.net/20181219_260/1545159522666D8FNl_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"The girl of your dreams barely knows you exist. Your friends can’t help. Your family is clueless. So where do you turn for love advice? Who can provide you with that essential assistance for the lovelorn?  If you’re average everyday teenager Paul, you summon a powerful demon from deep in the recesses of Hell and frankly, hope for the best.",125,unfins,111.3M,1.3M,9.82,"Dec 28, 2018",https://www.webtoons.com/en/comedy/love-advice/list?title_no=1498,https://webtoon-phinf.pstatic.net/20210329_79/1616995209813KqKlV_JPEG/1Love-Advice-from-the-Great-Duke-of-Hell_ipad.jpg?type=a210,11.3M,,,,,
2700,LMLY,Romance,https://webtoon-phinf.pstatic.net/20211016_144/1634320898301jr9l9_PNG/1LMLY_desktop_landingpage_fg.png,"Leon is paired up with Sofia, the girl he likes, for a school project. As if this was not enough of an opportunity to bring them together, she proposes a deal to him that will push them closer than they ever expected.",20,edbe,7.7M,"456,424",9.52,"Oct 22, 2021",https://www.webtoons.com/en/romance/lmly/list?title_no=2700,https://webtoon-phinf.pstatic.net/20211016_57/1634320835132mKUgz_JPEG/8LMLY_desktop_thumbnail.jpg?type=a210,"837,632",,,,,
1216,CARL,Slice of life,https://webtoon-phinf.pstatic.net/20210707_207/1625603684822cqic6_PNG/7CARL_desktop_landingpage_FG.png,Carl is a robot psychiatrist that suddenly becomes sentient. He starts longing to be human but his creator and father figure Dr Alda prevents him from showing his feelings out of fear of losing him. More challenges arise when Alda’s arch nemesis sets out to destroy them both.,205,Hussein Traboulsi,48.5M,"394,517",9.77,"Dec 19, 2017",https://www.webtoons.com/en/slice-of-life/carl/list?title_no=1216,https://webtoon-phinf.pstatic.net/20210707_107/16256036334140R8Fb_JPEG/1CARL_desktop_thumbnail.jpg?type=a210,4.7M,,,,,
1438,Mage & Demon Queen,Comedy,https://webtoon-phinf.pstatic.net/20180821_64/1534817628358dOojp_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Adventurers seek to take the demon queen’s head, but a love-struck young female mage wishes to take her hand. Join us won’t you, for this bawdy tale of love and persistence set inside a real-life RPG.",155,Color_LES,306.1M,2.5M,9.78,"Sep 13, 2018",https://www.webtoons.com/en/comedy/mage-and-demon-queen/list?title_no=1438,https://webtoon-phinf.pstatic.net/20210329_258/1616995321324d5Ob4_JPEG/3Mage-26-Demon-Queen_ipad.jpg?type=a210,20.4M,,,,,
2875,Her Mannequin,Romance,https://webtoon-phinf.pstatic.net/20210610_85/1623281280866B1lEU_PNG/3HerMannequin_desktop_landingpage_fg.png,"A walking, talking mannequin. Is this an opportunity to use, or an opportunity to be used? Bora simply wants a chance to get close to the fashion designer, Hongrin Da. Yet it would seem that Hongrin wants something more from Bora. Will Bora’s struggles to become a fashion designer pull at Hongrin’s heartstrings? If she even has any to begin with...",24,ST,3.8M,"246,741",9.30,"Jun 14, 2021",https://www.webtoons.com/en/romance/her-mannequin/list?title_no=2875,https://webtoon-phinf.pstatic.net/20210610_150/16232812089525n9ce_JPEG/2HerMannequin_desktop_thumbnail.jpg?type=a210,"511,879",,,,,
2460,Deadlove,Slice of life,https://webtoon-phinf.pstatic.net/20210202_109/1612207062920xiTc1_PNG/5Deadlove_desktop_landingpage_FG.png,"They say you can’t run away from your problems... and Joel just learned that the hard way.

Talk about having cold feet! Joel is all set to marry Kim, his art school sweetheart, but in a moment of poor judgment he has an affair with his roommate Zoe. Hounded by the guilt, but unable to fess up to his fiancé, he decides the most responsible thing to do is... run away. As far and as fast as he can. He now finds himself selling cosmetics at a shopping mall in New Zealand. Sure, he is homesick, and everything is unfamiliar, but at least he can work through his issues in peace and quiet, right?

Wrong. Read this comic to find out how Joel’s plans fall apart, and how he puts himself back together, with the help of an unexpected guest...",45,,2M,"82,397",9.19,"Feb 9, 2021",https://www.webtoons.com/en/slice-of-life/deadlove/list?title_no=2460,https://webtoon-phinf.pstatic.net/20210202_229/1612206897701F3zVa_JPEG/5Deadlove_desktop_thumbnail.jpg?type=a210,"310,866",Teo,Guy,,,
2189,Not So Shoujo Love Story,Comedy,https://webtoon-phinf.pstatic.net/20200903_68/1599093048940anuRG_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Romance-super-fan Rei Chan is ready for her first boyfriend and she knows just who it'll be: the most handsome boy in school, Hansum Ochinchin. But her plans for the perfect love story are derailed when the most popular girl in class declares herself a rival....for Rei's heart?! This is the year her not so shoujo love story begins!",62,Curryuku,30.9M,"686,987",9.71,"Sep 7, 2020",https://www.webtoons.com/en/comedy/not-so-shoujo-love-story/list?title_no=2189,https://webtoon-phinf.pstatic.net/20200903_70/15990929734058YgEb_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,4M,,,,,
1605,Plum,Sports,https://webtoon-phinf.pstatic.net/20190613_34/15603627365962xOoH_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"In a world much like our own, fruit stacking has become the world’s most popular sport…and a young boy named Plum will become that’s sport most beloved underdog. Plum’s journey begins at the gates of Apple Seed City, the living, breathing home of the beloved sport itself. Will he succeed? Can he overcome the odds? The answers can be found up in clouds, as our hero begins his quest to stack higher than anyone before him.",102,samkimart,5.4M,"114,720",9.57,"Apr 21, 2019",https://www.webtoons.com/en/sports/plum/list?title_no=1605,https://webtoon-phinf.pstatic.net/20190417_140/1555456997517onKPg_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,"762,980",,,,,
679,unOrdinary,Superhero,https://webtoon-phinf.pstatic.net/20211209_125/16390047730591meV1_PNG/4unOrdinary_desktop_landingpage_FG.png,"Nobody paid much attention to John – just a normal teenager at a high school where the social elite happen to possess unthinkable powers and abilities. But John’s got a secret past that threatens to bring down the school’s whole social order – and much more. Fulfilling his destiny won’t be easy though, because there are battles, frenemies and deadly conspiracies around every corner.",268,uru-chan,1B,5.5M,9.75,"May 24, 2016",https://www.webtoons.com/en/super-hero/unordinary/list?title_no=679,https://webtoon-phinf.pstatic.net/20220201_169/16436787350192trlC_JPEG/4unOrdinary_Return_desktop_thumbnail_2.jpg?type=a210,49.8M,,,,,
2027,The Boxer,Sports,https://webtoon-phinf.pstatic.net/20210407_273/1617756150101cVVRU_PNG/8Boxer-PC-landing-Page-Foreground-v2.png,You’ve got the raw talent. Or you’re the underdog. But do you have the heart? Do you have what it takes? Let’s see what you’re made of. The real fight starts now!,126,JH,151.6M,1.4M,9.86,"May 27, 2020",https://www.webtoons.com/en/sports/the-boxer/list?title_no=2027,https://webtoon-phinf.pstatic.net/20210407_202/161775671077603hr3_JPEG/9TheBoxer_PC_Thumbnail.jpg?type=a210,10.3M,,,,,
3515,Death: Rescheduled,Thriller,https://webtoon-phinf.pstatic.net/20211202_257/1638410256029uUtsF_PNG/5DeathRescheduled_desktop_landingpage_FG.png,"Born into a world where everyone gets one murder a year, Kreyul learns at a younger age than most just how brutal this custom is. After the loss of his best friend, Kreyul swears to end this horrific practice forever. However, there are many who support the one-kill rule for their own reasons, so his journey to change the hearts and minds of the five districts won't be an easy one.",20,Snailords,11.8M,"616,445",9.55,"Dec 10, 2021",https://www.webtoons.com/en/thriller/death-rescheduled/list?title_no=3515,https://webtoon-phinf.pstatic.net/20211202_60/1638410211995M4UJi_JPEG/4DeathRescheduled_desktop_thumbnail.jpg?type=a210,1.5M,,,,,
4120,Happiness,Action,https://webtoon-phinf.pstatic.net/20220331_297/1648680429007KbbJo_PNG/4Happiness_landingpage_desktop_fg.png,"Saebom, a Sergeant of the Special Forces, and Ihyeon, a Detective Sergeant of Saeyang Police Station, are high school friends who enter into a marriage of convenience so that they can qualify to buy an apartment together, while a mysterious and seemingly contagious virus tears through their city of Saeyang. Saebom and Ihyeon move into their dream home only to find that the new virus that turns people violent and thirsty for blood has come knocking at their door.",5,,1.6M,"92,357",9.36,"Apr 9, 2022",https://www.webtoons.com/en/action/happiness/list?title_no=4120,https://webtoon-phinf.pstatic.net/20220331_193/1648680405296aR6VG_JPEG/0Happiness_thumbnail_desktop.jpg?type=a210,"135,944",Park Si-hyun,Jung Seok-hyun,,,
88,The Gamer,Action,https://webtoon-phinf.pstatic.net/20140915_1/14107586229156oc5F_PNG/21_EB8D94EAB28CEC9DB4EBA8B8.png,"Jihan Han is your typical high school student -- minus the fact the he’s acquired the special ability to view the world around him as a video-game. Not long after this discovery, he stumbles upon a hidden world filled with others just like him. Now, amidst juggling homework and completing quests, Jihan must learn how to navigate his newfound power in order to level up in life.",404,,423.8M,2M,9.61,"Jun 30, 2014",https://www.webtoons.com/en/action/the-gamer/list?title_no=88,https://webtoon-phinf.pstatic.net/20210329_218/16169951215067JJXW_JPEG/6The-Gamer_ipad.jpg?type=a210,18.6M,Sangyoung Seong,Sang-A,,,
2849,Return of the Blossoming Blade,Action,https://webtoon-phinf.pstatic.net/20210611_141/1623376157605lWmH1_PNG/4ReturnoftheBlossomingBlade_desktop_landingpage_fg.png,"When Cheongmyeong of the Mount Hua Sect awakens a hundred years in the future, his last memories are of a bloody battle against the Leader of the Demonic Cult, the evil Cheonma. The battle almost saw the end of the Ten Great Sects of ancient China, when Cheongmyeong ended the hard-fought struggle by striking down Cheonma. Soon after, he succumbed to his wounds, filled with regret at their pyrrhic victory. All is not lost, however, as he awakens to his second chance at life. Shocked to find his beloved Mount Hua Sect reduced to a mere shadow of itself in the present day, Cheongmyeong embarks on a journey to restore Mount Hua to its former glory.",48,,10.9M,"351,112",9.86,"Jun 17, 2021",https://www.webtoons.com/en/action/return-of-the-blossoming-blade/list?title_no=2849,https://webtoon-phinf.pstatic.net/20210611_86/1623376090624z839N_JPEG/5ReturnoftheBlossomingBlade_desktop_thumbnail.jpg?type=a210,1.3M,,LICO,,Biga,
3671,Return of the Mad Demon,Historical,https://webtoon-phinf.pstatic.net/20211203_124/1638480075000c7tNI_PNG/5Return+of+the+Mad+Demon_desktop_landingpage_FG.png,"The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha -- he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?",23,,3.6M,"242,241",9.79,"Dec 14, 2021",https://www.webtoons.com/en/historical/return-of-the-mad-demon/list?title_no=3671,https://webtoon-phinf.pstatic.net/20211203_225/1638480017516SkJFm_JPEG/0Return+of+the+Mad+Demon_desktop_thumbnail.jpg?type=a210,"423,565",,Ihy,JP,Yu jin sung,
4152,Machine Uprising,Sci-fi,https://webtoon-phinf.pstatic.net/20220429_218/1651218242330KYtaE_PNG/3MachineUprising_landingpage_desktop_fg.png,"Yeong-gi Han, a talented soccer prospect teenager, loses all hope when he gets into an accident and hurts his left hand. He receives a prosthetic hand through a clinical trial and soon after, has constant nightmares of machines coming to life and destroying its surroundings. In the midst of confusion, he is chased by mysterious people and as he runs for his life, a girl he’s never met saves him and acts as if she knows him well. Who is she and why is he being chased? What is happening to his surroundings?",3,Hongjacga,"358,675","31,176",9.49,"May 2, 2022",https://www.webtoons.com/en/sf/machine-uprising/list?title_no=4152,https://webtoon-phinf.pstatic.net/20220429_33/1651218176225yQd2u_JPEG/3MachineUprising_thumbnail_desktop.jpg?type=a210,"16,062",,,,Tae-yul Park,
1895,City of Blank,Sci-fi,https://webtoon-phinf.pstatic.net/20211021_93/1634754046013NQOcc_PNG/5CityofBlank_Season3Return_desktop_landingpage_FG.png,"In a world where ghostly Blanks can steal your face – and your life – at any moment, a young boy named Rex hunts for his brother’s killer. Cursed with the unique power to physically touch Blanks, Rex starts to uncover darker secrets at the city’s center and in his own past. Will Rex unmask the killer, or will he become just another faceless victim in the City of Blank?",95,66,29.9M,"602,632",9.70,"Feb 26, 2020",https://www.webtoons.com/en/sf/city-of-blank/list?title_no=1895,https://webtoon-phinf.pstatic.net/20211021_109/1634758959139sC7vX_JPEG/8CityofBlank_Season3Return_desktop_thumbnail.jpg?type=a210,4M,,,,,
3669,Double Click,Sports,https://webtoon-phinf.pstatic.net/20211203_80/1638481150025HFf8m_PNG/0DoubleClick_desktop_landingpage_FG.png,"What happens when you lose the one thing that you were the best in the world at? Jiho Seong was once a top-ranked player in the online action game, One Sword. When the game eventually shuts down due to a lack of players, he loses all interest in competitive gaming. That is, until he finds out that his school has an e-sports club and discovers a popular team-based game called Sword Rush, which seems to be an exact copy of One Sword. With new teammates now by his side, Jiho takes another shot at rising to the top of the game!",22,1991_corp,3.4M,"200,424",9.71,"Dec 17, 2021",https://www.webtoons.com/en/sports/double-click/list?title_no=3669,https://webtoon-phinf.pstatic.net/20211203_124/1638481035079Hg0l7_JPEG/6DoubleClick_desktop_thumbnail.jpg?type=a210,"359,784",KIM JANGHUN,PARK SUBONG,,,
1894,KILLMAX,Supernatural,https://webtoon-phinf.pstatic.net/20201106_138/1604629185456LmH0S_PNG/503_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Born into a bloodline of witches, Max is forced into a life on the run from the witch hunters. But when she unknowingly finds a way to use her magic, her life changes into something she could have ever imagined.",30,,11M,"581,752",9.04,"Aug 20, 2020",https://www.webtoons.com/en/supernatural/killmax/list?title_no=1894,https://webtoon-phinf.pstatic.net/20220422_40/16505878639020JmXA_JPEG/510_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,1.1M,Kennycomics,SilentMaru,,,
2730,Cloud Walker,Action,https://webtoon-phinf.pstatic.net/20211215_223/163952542235024cIC_PNG/7CloudWalker_desktop_landingpage_FG.png,"Arais: demons that prey on weak-minded humans, plunging their victims into despair and taking control. A selected few of humans who possess supernatural abilities, under the organization of Cloud Walker, are the only ones who can deal with them. Through an unfortunate encounter with an Arai, Kai Wattana is forced to make a deal with one of these demon himself... or is it the other way around?",21,kariyeen,2.9M,"229,220",9.46,"Dec 29, 2021",https://www.webtoons.com/en/action/cloud-walker/list?title_no=2730,https://webtoon-phinf.pstatic.net/20211215_3/16395253312948rd7K_JPEG/8CloudWalker_desktop_thumbnail.jpg?type=a210,"331,749",,,,,
2850,Hanlim Gym,Sports,https://webtoon-phinf.pstatic.net/20210611_95/16233771285003cXHj_PNG/7HanlimGym_desktop_landingpage_fg.png,"Tired of being picked on, Yeongha, the new transfer student, decides to fight back… and discovers he can pack a punch. He soon becomes the top of the food chain, savoring his new title as the toughest guy at school. But he meets his match when Suho Kang, the Champion of the PVP games, single-handedly takes down him and his crew. To earn back his honor, Yeongha decides to join the PVP games. Will he finally get the satisfaction of beating Suho up? Or will he gain something more?",48,,5.8M,"180,813",9.46,"Jun 19, 2021",https://www.webtoons.com/en/sports/hanlim-gym/list?title_no=2850,https://webtoon-phinf.pstatic.net/20210611_280/1623376981595Xlvay_JPEG/1HanlimGym_desktop_thumbnail.jpg?type=a210,"530,291",Hyeseong,Sukjae Lee,,,
3174,The Last Dimension,Action,https://webtoon-phinf.pstatic.net/20220303_10/1646247087290TUmsB_PNG/4TheLastDimension_landingpage_desktop_fg.png,"Fai's visions always come true, and they've gotten worse just before the new transfer students arrive. What could Fai and her new friends possibly do to avoid the doom that was promised? Good thing they're not regular kids at all!",11,Leaglem,1M,"98,084",9.80,"Mar 8, 2022",https://www.webtoons.com/en/action/the-last-dimension/list?title_no=3174,https://webtoon-phinf.pstatic.net/20220303_33/1646247052642GBGtT_JPEG/8TheLastDimension_thumbnail_desktop.jpg?type=a210,"123,521",,,,,
1572,No Scope,Sports,https://webtoon-phinf.pstatic.net/20210219_150/1613689050134Rzj8t_PNG/7No-Scope_desktop_landingpage_FG.png,"PSI BOND: it’s the hottest online game in the world. Self-confident high schooler Suho Kang is a Grand Master, a title only the top 1% of players can achieve. He decides to take clueless Doyoon Lee, a loner who may or may not be a gaming genius, under his wing. Join them on the battlefield of PSI BOND, where high-speed connections and high school will never be the same again.",157,ZOYANG,58.6M,"672,690",9.75,"May 16, 2019",https://www.webtoons.com/en/sports/no-scope/list?title_no=1572,https://webtoon-phinf.pstatic.net/20210219_9/16136889042866Cjr5_JPEG/1No+Scope_desktop_thumbnail.jpg?type=a210,5.1M,,,,,
2807,Straylight Tiger,Sci-fi,https://webtoon-phinf.pstatic.net/20220111_215/1641854355847NlN0q_PNG/1StraylightTiger_landingpage_desktop_fg.png,"When humans can shift into animals, manipulate elemental powers, or possess weapons created from otherworldly metals, things undoubtedly escalate quickly. Still, as an extremist cult emerges to dominate the one city that unites the three species, a powerful corporation recruits a secret task force to challenge them.",19,flying-frappe,1.7M,"156,078",9.51,"Jan 13, 2022",https://www.webtoons.com/en/sf/straylight-tiger/list?title_no=2807,https://webtoon-phinf.pstatic.net/20220111_8/1641854263837MGxU1_JPEG/9StraylightTiger_thumbnail_desktop.jpg?type=a210,"211,711",,,,,
1261,Room of Swords,Sci-fi,https://webtoon-phinf.pstatic.net/20171218_48/1513561407440LiJXm_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"The 34th time Gyrus wakes up in a world ruled by monsters, he still thinks it's his first! Little does he know, he's stuck in a loop until he can survive long enough to collect the treasured “boss sword” from the Boss of Monsters and unlock the mythical Room of Swords before he dies agai-– whoops, too late! Well, here’s to lucky thirty-five…",197,Toonimated,66.9M,"759,005",9.78,"Dec 18, 2017",https://www.webtoons.com/en/sf/room-of-swords/list?title_no=1261,https://webtoon-phinf.pstatic.net/20210329_124/1616995916136HdIOV_JPEG/8Room-of-Swords_ipad.jpg?type=a210,6M,,,,,
3451,Infinity,Sports,https://webtoon-phinf.pstatic.net/20220302_163/1646158804984tCSmu_PNG/9Infinity_landingpage_desktop_fg.png,"Sometimes, we only discover our true gifts when we hit rock bottom. Take Damin Lee -- he’s a terrible soccer player, due to his almost supernatural talent at dodging any object thrown at him. But in another sport? It’s a whole other story. When Damin leaves the soccer team in disgrace after failing to save the game-deciding goal, he’s discovered by Taegyun, captain of the épée team in the school fencing club. Impressed by Damin’s agility and evasiveness, Taegyun offers Damin a chance at redemption in fencing. Will Damin find his true passion and make some friends along the way?",11,two5,1M,"81,484",9.66,"Mar 9, 2022",https://www.webtoons.com/en/sports/infinity/list?title_no=3451,https://webtoon-phinf.pstatic.net/20220302_204/1646158752133RrQBU_JPEG/1Infinity_thumbnail_desktop.jpg?type=a210,"101,982",,,,,
1098,Darbi,Action,https://webtoon-phinf.pstatic.net/20180310_29/1520639077885lsiSP_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,The misadventures of a blood-thirsty baby T-Rex.,144,Sherard Jackson,34.5M,"347,207",9.53,"Jul 12, 2017",https://www.webtoons.com/en/action/darbi/list?title_no=1098,https://webtoon-phinf.pstatic.net/20210329_266/1617016967837KfUIj_JPEG/5Darbi_ipad.jpg?type=a210,2.3M,,,,,
3173,REAWAKENED MAN,Action,https://webtoon-phinf.pstatic.net/20211026_171/16351835986576nB9N_PNG/0ReawakenedMan_desktop_landingpage_FG.png,"If there’s one thing Hwan Seok can’t stand, it’s witnessing injustice. But this time, getting involved with a pair of men targeting his next-door neighbor, Yerin, costs him his life. Three days after his murder, Hwan Seok wakes up…. alive! Armed with his newfound ability to be brought back to life after three days, Seok is determined to save Yerin but soon realizes he's gotten himself entangled in a plot bigger and more sinister than he originally imagined...",42,,3.6M,"178,195",9.49,"Aug 9, 2021",https://www.webtoons.com/en/action/reawaken-man/list?title_no=3173,https://webtoon-phinf.pstatic.net/20211026_252/1635183541896jNLRk_JPEG/7ReawakenedMan_desktop_thumbnail.jpg?type=a210,"414,329",Yongtaek Chae,Jaehan Kim,,,
2819,The Eagle and the Snake,Action,https://webtoon-phinf.pstatic.net/20210902_269/1630536217918J5G98_PNG/2SeriesLaunch_desktop_landingpage_FG.png,"Abel's crew has pulled off daring heists around the world -- too bad he doesn't get to keep any of the money. Every dollar goes to the lords of crime who hold his brother hostage, and Abel has no choice but to fulfill their every demand. But when a dangerous woman enters his life and old debts are due, how far will he go to save the only family he has left?",36,Angel Tovar,2M,"131,535",9.64,"Sep 12, 2021",https://www.webtoons.com/en/action/the-eagle-and-the-snake/list?title_no=2819,https://webtoon-phinf.pstatic.net/20210902_97/1630536176639YrDht_JPEG/5SeriesLaunch_desktop_thumbnail.jpg?type=a210,"236,824",,,,,
3766,100,Action,https://webtoon-phinf.pstatic.net/20220113_135/1642064730286U9Tb1_PNG/3100_desktop_landingpage_FG.png,"Armed only with a gun and a frying pan, Hoyoung Cheon must survive Battlegrounds: a battle-royale style game with 100 participants, where there’s only one way to win: kill the 99 other players, all of them death-row convicts. Hoyoung has another objective besides survival, though -- he must find an assemblyman who was captured while investigating the game, and is now an unwilling participant. Can Hoyoung complete his mission on an island with 99 people willing to kill to survive, and emerge the last one standing?",16,,1M,"110,736",9.19,"Jan 29, 2022",https://www.webtoons.com/en/action/hundred/list?title_no=3766,https://webtoon-phinf.pstatic.net/20220113_64/1642064464123AQ6un_JPEG/8100_desktop_thumbnail.jpg?type=a210,"100,849",Hyeong Eun,Yunyeol Choi,,,
