title,episodes,writers,genres,badges,link,cover
Crescendo,11,"['Mizuno Hikaru', 'Kuso Taisa ']","['BL', 'Drama']","['18+', 'New']",https://toomics.com/en/webtoon/episode/toon/6443,https://thumb-g1.toomics.com/upload/thumbnail/20220208085545/2022_02_16_16450073713982.jpg
Monster Child,61,['Sang Yun Lee '],"['Fantasy', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6250,https://thumb-g2.toomics.com/upload/thumbnail/20210927103646/2021_10_07_16335680829271.jpg
Watch Dog,67,"['The Villains', 'Jamu ']","['School life', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4944,https://thumb-g2.toomics.com/upload/thumbnail/20191002162524/2019_10_02_15700047214363.jpg
The Keystone Romantic Combination,53,"['Yuni Lim ', 'Teava, TEAL ']","['BL', 'Drama']",[],https://toomics.com/en/webtoon/episode/toon/6054,https://thumb-g2.toomics.com/upload/thumbnail/20210720164002/2021_08_25_16298836331197.jpg
Risqué Caller,24,"['Han Yeo Reum', 'Kong Baek Ki ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5851,https://thumb-g1.toomics.com/upload/thumbnail/20210825170202/2021_08_25_16298792060133.jpg
Our Twenties,50,"['Black Label', 'White Goat ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5085,https://thumb-g1.toomics.com/upload/thumbnail/20190917183749/2019_09_17_15687132898968.jpg
A Nonsense Relationship,45,"['Space Dust', 'JamB ']",['BL'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5143,https://thumb-g1.toomics.com/upload/thumbnail/20190717182451/2019_07_22_15637618940286.jpg
Sweet Caress,40,['Keimjae '],"['BL', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6049,https://thumb-g1.toomics.com/upload/thumbnail/20210720163515/2021_08_20_16294399534965.jpg
The Sharehouse,50,['serious '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4899,https://thumb-g1.toomics.com/upload/thumbnail/20180717164815/2020_08_24_15982539493220.jpg
The Rookie,28,['S.L.co Ella '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5087,https://thumb-g1.toomics.com/upload/thumbnail/20191007140218/2019_10_31_15725145152330.jpg
Population Zero,45,"['Kristedy Rinto', 'Erde ']","['Drama', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/5967,https://thumb-g1.toomics.com/upload/thumbnail/20210712130259/2021_08_13_16288292523351.jpg
Become A Girl At Night,55,['jinjin '],['BL'],['End'],https://toomics.com/en/webtoon/episode/toon/6036,https://thumb-g2.toomics.com/upload/thumbnail/20210719162258/2021_08_31_16303791655176.jpg
Can't Get to You,24,['HAPPYGRA '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5481,https://thumb-g1.toomics.com/upload/thumbnail/20210603145905/2021_06_14_16236244204839.jpg
The Idol Project,40,"['Viagra', 'Beck ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5174,https://thumb-g2.toomics.com/upload/thumbnail/20191022180807/2019_10_23_15717941619928.jpg
Her Situation,41,"['Euheongheng', 'The Kims ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5438,https://thumb-g2.toomics.com/upload/thumbnail/20201224135133/2020_12_24_16087875593423.jpg
A Stolen Taste,25,['Facon '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5675,https://thumb-g1.toomics.com/upload/thumbnail/20210607162308/2021_06_08_16231416327694.jpg
Collapse & Rewind,20,"['Lemoncandy', 'Rodong ']",['Drama'],[],https://toomics.com/en/webtoon/episode/toon/5729,https://thumb-g1.toomics.com/upload/thumbnail/20211125084236/2021_12_03_16385089102423.jpg
Sweet Guilty Love,53,"['Koi', 'Naranya ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5131,https://thumb-g1.toomics.com/upload/thumbnail/20190820112816/2019_08_20_15662688630569.jpg
Our Complications,60,['PAPER '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4720,https://thumb-g2.toomics.com/upload/thumbnail/20180723111125/2020_09_16_16002376907913.jpg
Miss Announcer,86,"['Red P', 'Seokgun ']",['Drama'],['18+'],https://toomics.com/en/webtoon/episode/toon/5246,https://thumb-g2.toomics.com/upload/thumbnail/20200824124101/2020_08_25_15983413452381.jpg
The Hand of Legend,30,['FACON '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5664,https://thumb-g2.toomics.com/upload/thumbnail/20210607092938/2021_06_08_16231394869092.jpg
The Palace of Bardo,57,"['Bamilssi, zaru ']","['Drama', 'BL']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/6070,https://thumb-g2.toomics.com/upload/thumbnail/20210720165128/2021_11_12_16366972716719.jpg
His House,50,['Hajin Yoo '],"['BL', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6052,https://thumb-g2.toomics.com/upload/thumbnail/20210720163855/2021_10_05_16334160516038.jpg
Something New,65,['Taste '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5114,https://thumb-g2.toomics.com/upload/thumbnail/20200330163752/2020_03_31_15856325124083.jpg
Stupid Love,45,['Appeal '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5170,https://thumb-g2.toomics.com/upload/thumbnail/20190916183943/2019_09_17_15686827164769.jpg
Daddy's Working,40,"['KOI', 'NARANYA ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4936,https://thumb-g2.toomics.com/upload/thumbnail/20180719152836/2020_08_18_15977292296486.jpg
For Your Happiness,53,"['Psycho', 'Taehoon Kim ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4895,https://thumb-g1.toomics.com/upload/thumbnail/20181002182122/2020_08_18_15977350387603.jpg
Boss Around,27,['FACON '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5679,https://thumb-g1.toomics.com/upload/thumbnail/20210701150514/2021_07_15_16263404890233.jpg
Say Yes!,26,['Dyumint '],"['BL', 'Romance']","['18+', 'New']",https://toomics.com/en/webtoon/episode/toon/6406,https://thumb-g2.toomics.com/upload/thumbnail/20220112160555/2022_01_17_16423999464772.jpg
The Good Manager,42,"['Papa Johnson', 'Mingu ']","['Drama', 'Fantasy']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4850,https://thumb-g2.toomics.com/upload/thumbnail/20180710101945/2020_08_18_15977343408583.jpg
Wild City,127,['Koon '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4910,https://thumb-g2.toomics.com/upload/thumbnail/20180904152316/2020_12_02_16068956078053.jpg
Uncle,24,"['Captain Hong', ' Kyungseok ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4600,https://thumb-g2.toomics.com/upload/thumbnail/20161207_uncle/2020_08_18_15977322157592.jpg
"Good Morning, Mrs. Fu",52,['my name is yinxin '],"['Drama', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/6038,https://thumb-g2.toomics.com/upload/thumbnail/20210719162433/2021_08_18_16292615078270.jpg
Sweet Revenge,18,['Cloud Interactive Entertainment '],['Drama'],[],https://toomics.com/en/webtoon/episode/toon/6214,https://thumb-g2.toomics.com/upload/thumbnail/20210823150312/2021_12_21_16400516809056.jpg
Bad Parenting,56,"['Viagra', 'injak ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5175,https://thumb-g1.toomics.com/upload/thumbnail/20200205180822/2020_02_05_15808940123237.jpg
Epitaph,56,['Perfume '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5057,https://thumb-g1.toomics.com/upload/thumbnail/20190425110803/2019_04_25_15561610729769.jpg
Lady Long Legs,48,['Studio Zilpung '],"['Drama', 'Comedy']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4760,https://thumb-g2.toomics.com/upload/thumbnail/20180717123724/2020_08_18_15977296034497.jpg
Hand in Hand,45,['Babel '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5190,https://thumb-g2.toomics.com/upload/thumbnail/20191209150452/2019_12_11_15760554900381.jpg
Muddled Schemes,30,['FACON '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5673,https://thumb-g1.toomics.com/upload/thumbnail/20210507104041/2021_05_13_16208698767936.jpg
My Wife's Partner,100,"['Viagra', 'Sexy Bong ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2047,https://thumb-g1.toomics.com/upload/thumbnail/20150309_sexpa/2018_05_23_15270556716927.jpg
Pounding,80,"['JongKyu Lee', 'Yeon Kyung Na ']","['School life', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4880,https://thumb-g2.toomics.com/upload/thumbnail/20181001172711/2020_08_18_15977355808007.jpg
Beyond Imagination,60,['Sperm King '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/254,https://thumb-g2.toomics.com/upload/thumbnail/20150413_sangsang/2020_08_18_15977311228556.jpg
Unit 101,21,['3 Beats '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5499,https://thumb-g1.toomics.com/upload/thumbnail/20210421013422/2021_06_03_16226802176764.jpg
The Return: Unspeakable Season 2,27,"['Lee Hwaseong', 'Lee Taewuk ']","['Drama', 'Romance']",['18+'],https://toomics.com/en/webtoon/episode/toon/5086,https://thumb-g2.toomics.com/upload/thumbnail/20210421004821/2021_06_08_16231349218120.jpg
S Link,53,"['HB', 'GRIO ']","['Drama', 'Comedy']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4529,https://thumb-g1.toomics.com/upload/thumbnail/20161021_dildorink/2020_08_18_15977318463146.jpg
Achilles Heel,35,['Fandastick '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5230,https://thumb-g2.toomics.com/upload/thumbnail/20201022113419/2020_10_28_16038648198315.jpg
The Maid and the Vampire,51,"['Dolce Yi', 'Seon Lee ']","['Romance', 'Drama']",['Up'],https://toomics.com/en/webtoon/episode/toon/6046,https://thumb-g2.toomics.com/upload/thumbnail/20210720163146/2021_08_05_16281281432154.jpg
The Desperate Housewife,40,['Yagwangtan '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4746,https://thumb-g2.toomics.com/upload/thumbnail/20170912_housewife/2020_08_18_15977304904264.jpg
NEXT Gossip,78,['MinJoo '],['Romance'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2075,https://thumb-g1.toomics.com/upload/thumbnail/lcomics16/2020_08_18_15977304477550.jpg
Survival Game,60,['Studio Moon '],['Horror'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/3615,https://thumb-g1.toomics.com/upload/thumbnail/20160715_survivalgame/2020_08_24_15982353452407.jpg
The Paradise,24,"['KOI', 'Happygra ']","['Horror', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4994,https://thumb-g2.toomics.com/upload/thumbnail/20190401183620/2019_04_01_15541116225161.jpg
Housemates,16,"['Lee Hwa', 'Yang Sanbak ']","['Romance', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/1725,https://thumb-g1.toomics.com/upload/thumbnail/20150911_Attached/2020_08_18_15977309429151.jpg
The Giving Girl,40,"['Red P', 'Hasuo ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5166,https://thumb-g2.toomics.com/upload/thumbnail/20190910155001/2021_04_21_16189890840119.jpg
Unspeakable,38,"['Lee Hwaseong', 'Lee Taewuk ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5007,https://thumb-g1.toomics.com/upload/thumbnail/20200923095724/2020_10_15_16027462432014.jpg
CREAMPIE,50,['wettoonie '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4569,https://thumb-g1.toomics.com/upload/thumbnail/20161104_creampie/2020_08_18_15977323560104.jpg
Girls' Only,42,"['Studio Moon', 'Grain ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5137,https://thumb-g1.toomics.com/upload/thumbnail/20190820180036/2020_09_18_16004081895044.jpg
Unfaithful,32,['TAIRA '],"['Romance', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5480,https://thumb-g2.toomics.com/upload/thumbnail/20201119155031/2020_11_19_16057689724443.jpg
Midsummer Night's Dream,40,['TAIRA '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4685,https://thumb-g1.toomics.com/upload/thumbnail/20170417_midsummer_night_dream/2020_06_11_15918516302720.jpg
Love Is Never Enough,47,['jianqian '],['Romance'],['End'],https://toomics.com/en/webtoon/episode/toon/6039,https://thumb-g1.toomics.com/upload/thumbnail/20210719162505/2021_08_25_16298720670242.jpg
The Inheritance,30,['Team Celebration '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5255,https://thumb-g1.toomics.com/upload/thumbnail/20200710143507/2020_07_16_15948897728503.jpg
"My Ex, Client",47,"['Hera Kang', 'Sujin Kim ']","['Romance', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6045,https://thumb-g1.toomics.com/upload/thumbnail/20210720163110/2021_07_23_16270125301551.jpg
Secret Offer,20,"['Eroro', 'Wonny ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5338,https://thumb-g2.toomics.com/upload/thumbnail/20210524182214/2021_07_06_16255597990169.jpg
Tick Tock,50,['Guaguagua '],"['Romance', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/5691,https://thumb-g1.toomics.com/upload/thumbnail/20210302125009/2021_03_17_16159467985084.jpg
"Work, Fight and Love",77,['Hajin Yoo '],"['Drama', 'BL']",['End'],https://toomics.com/en/webtoon/episode/toon/6061,https://thumb-g1.toomics.com/upload/thumbnail/20210720164542/2021_10_29_16354719519729.jpg
Stonebot Omnibus by Various Authors,9,['Stonebot Comics '],"['Action', 'Horror']","['18+', 'Up', 'New']",https://toomics.com/en/webtoon/episode/toon/6445,https://thumb-g1.toomics.com/upload/thumbnail/20220208145901/2022_02_22_16454933109440.jpg
Her Voice,48,['Luke House '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2373,https://thumb-g1.toomics.com/upload/thumbnail/20160418_hervoice/2020_09_16_16002447709535.jpg
Buy One Get One Free,24,['Juna '],"['BL', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5193,https://thumb-g1.toomics.com/upload/thumbnail/20200311163607/2020_03_18_15845228923770.jpg
15 Minutes,36,['Swing '],"['Drama', 'Fantasy']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5020,https://thumb-g2.toomics.com/upload/thumbnail/20181120164520/2020_08_18_15977170201249.jpg
This Fluffy Love,11,['Tahi '],"['Romance', 'BL']",['End'],https://toomics.com/en/webtoon/episode/toon/6261,https://thumb-g1.toomics.com/upload/thumbnail/20210930101444/2021_09_30_16329711489490.jpg
His Return,26,"['Carlos', 'Vertana ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5231,https://thumb-g1.toomics.com/upload/thumbnail/20200727152306/2020_08_26_15984232911423.jpg
The Lost Girl,30,['Senior in Glasses '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5249,https://thumb-g1.toomics.com/upload/thumbnail/20210222143849/2021_02_24_16141232214531.jpg
Guardian's Work: Hunting Bakery,119,['Backsu Legend '],"['Comedy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4930,https://thumb-g2.toomics.com/upload/thumbnail/20190918165826/2019_09_18_15687942978384.jpg
Neighbors,56,"['Lee Hwadam', 'Lee Taewook ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4711,https://thumb-g1.toomics.com/upload/thumbnail/20170620_neighbor/2020_08_18_15977305664727.jpg
Erostica,44,['serious '],"['Fantasy', 'Action']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2184,https://thumb-g2.toomics.com/upload/thumbnail/20151219_erostica/2020_08_18_15977313489217.jpg
Wet Women,84,['Sperm King '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4662,https://thumb-g2.toomics.com/upload/thumbnail/20170224_wet/2020_08_18_15977314065120.jpg
Double POP!,30,['Zero Percent '],"['BL', 'School life']",['End'],https://toomics.com/en/webtoon/episode/toon/5156,https://thumb-g2.toomics.com/upload/thumbnail/20190911162648/2020_11_23_16061104928571.jpg
The Chill Couple,118,"['Gureum', 'Ggureuming ']","['School life', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/5059,https://thumb-g1.toomics.com/upload/thumbnail/20190618185911/2019_07_03_15621342982250.jpg
The Book of Celestial Power,54,['Lin XiaPei '],"['Fantasy', 'Historical']",[],https://toomics.com/en/webtoon/episode/toon/5634,https://thumb-g2.toomics.com/upload/thumbnail/20210118142926/2021_04_22_16190767700446.jpg
Mr. Kang,101,['Assistant Manager Oh '],['Drama'],['End'],https://toomics.com/en/webtoon/episode/toon/4969,https://thumb-g1.toomics.com/upload/thumbnail/20180914113656/2020_08_18_15977346573631.jpg
Revenge to Love,25,['FACON '],"['Drama', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5674,https://thumb-g2.toomics.com/upload/thumbnail/20210429131549/2021_05_03_16200289117902.jpg
Ultimiter,200,['Wild Dog '],"['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4640,https://thumb-g2.toomics.com/upload/thumbnail/20170201_ultimiter/2020_08_18_15977313230677.jpg
The Amazing Siblings,123,['Pure Impurites '],"['Comedy', 'Drama']",[],https://toomics.com/en/webtoon/episode/toon/4915,https://thumb-g1.toomics.com/upload/thumbnail/20190620120527/2019_10_25_15719804531734.jpg
Out of Control,63,['Bboong '],"['Drama', 'BL']",[],https://toomics.com/en/webtoon/episode/toon/6060,https://thumb-g2.toomics.com/upload/thumbnail/20210720164505/2021_11_08_16363523646991.jpg
Wife Training,24,"['MC-HALO', 'DALCHUN ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4901,https://thumb-g1.toomics.com/upload/thumbnail/20180621153004/2020_08_18_15977334731317.jpg
Drama in the Office,34,"['SSOME', 'JONOBI ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4971,https://thumb-g1.toomics.com/upload/thumbnail/20190930183305/2019_09_30_15698361836722.jpg
Missing Nine,33,"['2 Percent', 'Mongddang ']","['Romance', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4972,https://thumb-g2.toomics.com/upload/thumbnail/20190408174537/2019_04_18_15555727075645.jpg
We Only Held Hands,87,['Nam Eunkyung '],"['BL', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/6342,https://thumb-g2.toomics.com/upload/thumbnail/20211122142339/2021_11_22_16375598235951.jpg
New Teacher in Town,32,"['Peach Works', 'Gamjo ']","['Drama', 'School life']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5095,https://thumb-g1.toomics.com/upload/thumbnail/20200110160125/2020_01_29_15802685426029.jpg
The Teacher's Secret,30,"['Eroro', 'G Yoo ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5344,https://thumb-g2.toomics.com/upload/thumbnail/20201119200656/2020_11_20_16058305012596.jpg
You're Not That Special!,50,"['Abyo4', 'Bolp ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5026,https://thumb-g2.toomics.com/upload/thumbnail/20190213154126/2019_02_19_15505593518115.png
MAYA,70,['Boricha '],"['BL', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/4927,https://thumb-g1.toomics.com/upload/thumbnail/20190620111922/2019_07_03_15621341598183.jpg
The Warehouse [Mature],73,['Killa+Whale '],"['Drama', 'BL']",['18+'],https://toomics.com/en/webtoon/episode/toon/6072,https://thumb-g2.toomics.com/upload/thumbnail/20210720165323/2021_07_22_16269396753953.jpg
Fate,20,['FACON '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5094,https://thumb-g2.toomics.com/upload/thumbnail/20210507104856/2021_05_17_16212290055888.jpg
"Same, but Different",30,['Blue Jelly '],['BL'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5152,https://thumb-g2.toomics.com/upload/thumbnail/20191122111535/2019_11_22_15743891656561.jpg
Tighty Lady,48,"['Viagra', 'Beck ho-an ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4884,https://thumb-g2.toomics.com/upload/thumbnail/20180618152118/2020_08_18_15977343976918.jpg
Behind the Curtains,40,"['S.L Studio', 'S.L.co Ella ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5205,https://thumb-g1.toomics.com/upload/thumbnail/20200206142713/2020_02_06_15809676511016.jpg
Demon King Baby Diaries,64,['Boricha '],"['BL', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/4918,https://thumb-g2.toomics.com/upload/thumbnail/20190328170551/2019_04_01_15541009445197.jpg
Merin The Mermaid,43,['Enica '],"['Drama', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/6068,https://thumb-g2.toomics.com/upload/thumbnail/20210720165017/2021_07_23_16270092706194.jpg
Pheromone Sherbet♥,44,"['Shimyapocha', 'Rae ']","['BL', 'Comedy']",['18+'],https://toomics.com/en/webtoon/episode/toon/5153,https://thumb-g1.toomics.com/upload/thumbnail/20191127160426/2019_11_27_15748384093209.jpg
Dating Contract,75,['TAIRA '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2434,https://thumb-g2.toomics.com/upload/thumbnail/20160506_contract/2020_08_18_15977328817696.jpg
My Memory of You,50,"['Chunhyang', 'Hwarin ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5183,https://thumb-g1.toomics.com/upload/thumbnail/20200205180750/2020_02_05_15808939455165.jpg
Castle ; Trapped,24,"['KOI', 'MASK ']","['Drama', 'Thriller']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5106,https://thumb-g2.toomics.com/upload/thumbnail/20190723165825/2019_07_23_15638697816802.jpg
The Blood Revival,8,['Cloud Interactive Entertainment '],"['Action', 'Fantasy']",['New'],https://toomics.com/en/webtoon/episode/toon/6201,https://thumb-g1.toomics.com/upload/thumbnail/20210812161112/2022_01_19_16425728647938.jpg
Ink Flower,24,['Brothers Without A Tomorrow '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5138,https://thumb-g2.toomics.com/upload/thumbnail/20200304143521/2020_03_18_15844939613289.jpg
The Hidden Past,46,"['Mchalo', 'Teamwaluk ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5204,https://thumb-g2.toomics.com/upload/thumbnail/20191227153209/2019_12_27_15774289630884.jpg
The Wanderer,71,['Soon Tae Kim '],"['Historical', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4759,https://thumb-g1.toomics.com/upload/thumbnail/20190327163923/2019_04_01_15541054613499.jpg
Baby Sitter,34,['HAAI '],"['Comedy', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/5984,https://thumb-g2.toomics.com/upload/thumbnail/20210712133034/2021_07_26_16272757273639.jpg
Healing Hands OBGYN,50,['Hollam '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/832,https://thumb-g2.toomics.com/upload/thumbnail/20150630_Barunson/2020_09_18_16003953321014.jpg
S Diaries 100,48,"['SSOME', 'JONOBI ']","['Romance', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4671,https://thumb-g1.toomics.com/upload/thumbnail/20170320_sexy_100/2020_08_18_15977312231135.jpg
Festival Island,40,['9PIXELZ '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4740,https://thumb-g2.toomics.com/upload/thumbnail/20180717123932/2020_08_18_15977283796119.jpg
Thirty-two VS Twenty,26,"['Smoke Joker', 'O2Lin ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5220,https://thumb-g2.toomics.com/upload/thumbnail/20200604160854/2020_06_04_15912550020617.jpg
Supernaturals,32,"['Chosin', 'Namekjin ']",['Fantasy'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4550,https://thumb-g2.toomics.com/upload/thumbnail/20161031_PSYCHO_MAN/2020_08_18_15977315048292.jpg
Yuri's Part Time Job,65,"['Studio Piri', 'Kkokkio ']","['Drama', 'School life']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4890,https://thumb-g2.toomics.com/upload/thumbnail/20181004185530/2020_08_18_15977206571789.jpg
Desperate Measures,27,"['Cocodore', 'Hunta ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5189,https://thumb-g1.toomics.com/upload/thumbnail/20200205103703/2020_02_06_15809576376598.jpg
Her Toy Shop,75,"['Kkyoseung', 'MOJO ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4709,https://thumb-g1.toomics.com/upload/thumbnail/20170612_adult_products/2020_08_18_15977303770796.jpg
Summer Snow,80,['OMOON '],"['BL', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/4955,https://thumb-g1.toomics.com/upload/thumbnail/20190521115857/2019_05_21_15584076404877.jpg
The Warmth of Your Heartbeat,33,['Pongo '],['BL'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5155,https://thumb-g1.toomics.com/upload/thumbnail/20191206164915/2019_12_09_15758549743817.jpg
Love Blooms for a Twisted Blossom,14,['Saori Nobana '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5588,https://thumb-g2.toomics.com/upload/thumbnail/20201130142529/2020_12_28_16091372469122.jpg
Good Night,34,"['Writer Kang', 'ACO ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4967,https://thumb-g1.toomics.com/upload/thumbnail/20181010123048/2020_08_18_15977187462560.jpg
Five Years Apart,36,"['1001', 'Brothers Without A Tomorrow ']","['BL', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5139,https://thumb-g1.toomics.com/upload/thumbnail/20191007145257/2019_10_07_15704331088423.jpg
Happiness In Disguise,37,['wandouyu '],"['Drama', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/6041,https://thumb-g1.toomics.com/upload/thumbnail/20210719162603/2021_07_28_16274537611421.jpg
"Close, but Far",55,['Sperm King '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5176,https://thumb-g2.toomics.com/upload/thumbnail/20200110160738/2020_01_29_15802901996784.jpg
General and Her Medic Lover,59,['yunqinwu '],['Romance'],['End'],https://toomics.com/en/webtoon/episode/toon/6034,https://thumb-g2.toomics.com/upload/thumbnail/20210719161449/2021_08_26_16299652047378.jpg
