title,item_id,link,cover,creators,genres,views,subscribers,likes,banner,details,tags,episodes,released
A World Ruled by Cats,116801,https://tapas.io/series/aworldruledbycats/info,https://d30womf5coomej.cloudfront.net/sa/1f/d6dff025-7f78-41b5-b6c1-e6832ae9da24_z.jpg,['Jing Jian'],"['Fantasy', 'Romance', 'Drama']","1,461,795 views","52,193 subscribers","129,605 likes",6,"Nora didn’t want to die. All she wanted, was to save a cat from drowning. When she drowned instead, she woke up in another world: Catsrule, a world ruled by cats! These aren’t your normal kitties though, they walk on two legs and look like us but we’re their pets! It’s not all milk and catnip however, soon Nora is captured and adopted by a cute cat boy who hates humans named Caesar. Can Nora return to her normal life or will she spend nine lives as a cat’s pet?",[],80,"Sep 05, 2018"
Navillera: Like a Butterfly,198786,https://tapas.io/series/navillera-like-a-butterfly/info,https://d30womf5coomej.cloudfront.net/sa/84/5ff53930-0b53-41b5-ab49-71ba6d97d390_z.jpg,"['HUN', 'JIMMY']",['Drama'],"852,072 views","48,050 subscribers","129,366 likes",https://d30womf5coomej.cloudfront.net/sa/28/2adf0d37-6b94-4ea2-a858-7b5ff186dfbf.jpg,"After the funeral of an old friend, Dukchul Shim resolves to pursue something he had always wanted to try: ballet. Much to the surprise (and maybe~ horror) of his wife, children, and other acquaintances, this 70-year-old throws himself into following his heart and his passion. With the help of his young instructor Chaerok and others hoping for their own ambitions to take flight, Dukchul shows the importance and joy of pursuing one's dream… even in the face of hardships and our own mortality.",[],68,"Mar 11, 2021"
Bocchama,208248,https://tapas.io/series/bocchama/info,https://d30womf5coomej.cloudfront.net/sa/a4/f49d4df6-e816-4081-9ccc-6835ba7c4a42_z.jpg,['Amanduur'],"['BL', 'Comedy']","861,436 views","31,193 subscribers","129,033 likes",https://d30womf5coomej.cloudfront.net/sa/77/241da1ac-6980-4a19-a7f8-ee0591c3809d.jpg,"For the past seven years, long-suffering Takao has been valet to the young master of the Mizushima family, Masamune. Between feeding, bathing, and dressing the ill-behaved, troublesome Masamune, Takao sometimes wonders if the hefty paycheck is even worth it. But when Masamune makes it clear that his sole goal in life is to get into Takao’s pants, Takao just might find himself gunning for employee of the month...",[],50,"Jun 17, 2021"
Substitute Boyfriend,215381,https://tapas.io/series/substitute-boyfriend/info,https://d30womf5coomej.cloudfront.net/sa/31/cd64882e-322b-482c-b2c8-658424e95fdc_z.jpg,"['Onlyon', 'gangjang']","['Romance', 'Drama', 'Comedy']","1,391,348 views","48,233 subscribers","128,324 likes",https://d30womf5coomej.cloudfront.net/sa/b9/1408e01b-9198-4365-af73-2b0f9c494a7b.jpg,"Haegeum's fiancé offers her an outrageous proposal... he wants them to each have one last steamy fling with other people before getting married. After her initial heartbreak and shock, she agrees, but for only one reason—revenge! She wants him to regret this selfish decision, and the best way to accomplish that is with a younger, sexier boyfriend. Luckily, the perfect guy just moved in next door. Sihoon is accomplished, handsome, and charming... but he's her younger brother's best friend. Can Haegeum get her revenge AND keep the guy?",[],52,"Sep 18, 2021"
The Unquenchable Mr. Kim,176823,https://tapas.io/series/unquenchable-mr-kim/info,https://d30womf5coomej.cloudfront.net/sa/a1/4b9d418f-488b-4097-b24b-efdcc9013bbc_z.jpg,['MORAK'],['BL'],"2,168,806 views","119,526 subscribers","127,667 likes",https://d30womf5coomej.cloudfront.net/sa/42/58394977-34ff-4479-8601-54918a70cb6f.jpg,"Mr. Doyun Kim’s a pretty quiet, unassuming guy at the office — with a big secret. He’s actually half vampire! But without full vamp status, he can’t drink blood and has to seek out some human essence (read: sex! and more sex!) to live. Drained and desperate, he finds a “special” companion, but everything goes wrong. Now he’s caught up in a one-sided office relationship, and most importantly, it’s not working!!! Will Doyun survive and keep his secret intact?","['#vampire', '#office', '#hardcore', '#vampire', '#office', '#hardcore']",67,"Jun 29, 2020"
"Father, Unrivaled",197624,https://tapas.io/series/father-unrivaled/info,https://d30womf5coomej.cloudfront.net/sa/7e/a70df38c-7cab-4cf1-9b2c-f62bc5b30dd7_z.jpg,"['No Kyoungchan', 'Lee Hyunseok']","['Action', 'Fantasy']","1,080,244 views","21,855 subscribers","127,573 likes",https://d30womf5coomej.cloudfront.net/sa/3a/2b0206ab-9f3a-40d9-8af0-e493f6e33f1c.jpg,"Gajang Noh is a strong, dedicated, and humble man, with much respect for the martial arts. After the death of his lovely wife, this muscle-for-hire just wants an easy job that allows him to be a good father to his three little babies. He’s even happy to pull guard duty and fend off amateur fighters if it means he can return home safely each night. But when a creepy cult starts stealing children from the city, Gajang must step up to the challenge and discover his true warrior potential.",[],140,"Feb 25, 2021"
Rain Again,121329,https://tapas.io/series/rainagain/info,https://d30womf5coomej.cloudfront.net/sa/14/af19df4e-1074-4dc9-b0c5-673e54bb129d_z.jpg,['Jung Seokchan'],['BL'],"1,670,981 views","92,642 subscribers","126,760 likes",6,"Recent grad Wujin has no job, no purpose, no one in his life…till he meets Jin. Suave and sulking, Jin has a tough past but a soft exterior. Now, as next-door neighbors, Wujin can’t hide his feelings but…is Jin just toying with him? In that hot, wet, summer, will love reign?",[],20,"Oct 26, 2018"
A Common Story of a Lady's New Life,194735,https://tapas.io/series/a-common-story-of-a-ladys-new-life/info,https://d30womf5coomej.cloudfront.net/sa/17/7171e95d-3f3a-4b6b-87d8-d891dad4a32e_z.jpg,"['Jin Suyoon', 'POOLMO']","['Romance', 'Fantasy']","1,107,347 views","44,309 subscribers","125,797 likes",https://d30womf5coomej.cloudfront.net/sa/b3/9a256624-0c7b-402b-9002-d39ea19273ab.jpg,"Valerie thought she’d be a genius mage in this world. But when her magic can’t get past basic and her teacher shares a prophecy of a tiger coming to attack(!!), she opts to enjoy an ordinary life. Everything’s fine until she’s engaged to none other than Duke Kylus Dwello. It’s just one thing after another—the mysterious Serena, the servants who ship the duke and Serena, a prince who doesn’t understand boundaries, and even the duke looming over her bed! Can she get back to her nice, quiet life?",[],83,"Jan 24, 2021"
The Little Lady Behind the Scenes,226689,https://tapas.io/series/the-little-lady-behind-the-scenes/info,https://d30womf5coomej.cloudfront.net/sa/a0/0b2476fe-b3da-4633-8b2c-8013fc3261f4_z.jpg,"['Sunsaeng', 'CH', 'Yehwon']",['Fantasy'],"1,176,209 views","48,727 subscribers","124,582 likes",https://d30womf5coomej.cloudfront.net/sa/4c/cad6ddb1-e18c-41b1-ae34-570d52a9622f.jpg,"Julianne is as close to perfect as it gets: she’s got looks, talent, and smarts. The only problem is she has terrible taste in men! That’s why her little sister Lilianne is doing everything she can to make sure she doesn’t end up with the wrong guy. However, Julianne’s suitors are quickly catching on that the way to her heart is through Lilianne’s sweet tooth! How far will Lilianne go to set her sister up with the right man? Who will be the sweetest suitor?",[],32,"Feb 10, 2022"
The Villainess's Daughter,229270,https://tapas.io/series/the-villainesss-daughter/info,https://d30womf5coomej.cloudfront.net/sa/6d/67a70b13-455e-40e4-b4e4-66396040df08_z.jpg,"['Kim Jiho', 'Furik', 'suncy']","['Fantasy', 'Romance']","1,310,719 views","51,501 subscribers","124,545 likes",https://d30womf5coomej.cloudfront.net/sa/c6/dc1a9b32-1d36-4cb2-aa74-115161adf83c.jpg,"Born as the daughter of a villainess, Daphne lived her entire life hated by everyone she’s ever crossed paths with. After her mother’s pitiful death, Daphne knows that a similar fate awaits her-- but what did she ever do to deserve it? Why does she have to be branded as a wicked child when she’s done no wrong? In order to survive, Daphne will have to take her life into her own hands… but will she be able to make a name for herself, or will she be known as the villainess’s daughter forever?",[],27,"Mar 07, 2022"
Pirouette into My Heart,215371,https://tapas.io/series/pirouette-into-my-heart/info,https://d30womf5coomej.cloudfront.net/sa/11/c4699e52-0f15-42cb-ab41-5fde10e41cac_z.jpg,['Haoliaoshen'],"['BL', 'Drama']","644,590 views","49,608 subscribers","123,359 likes",https://d30womf5coomej.cloudfront.net/sa/39/af166a25-ba11-40f7-949b-abd6223282c0.jpg,"Known as “the little swan” of his ballet studio, Shen has big dreams of leaving the humble farming town he grew up in and shooting to stardom. Though soft-spoken and timid, he meets his match in the stoic, wealthy, and equally as intense Jinyi, who pursues boxing next door. An unlikely pair, they cheer each other on and raise each other up through thick and thin. Determined to achieve their separate ambitions in the midst of their personal troubles, will their deep connection be strong enough to endure the journey and take flight?",[],78,"Sep 24, 2021"
Taming Master,211451,https://tapas.io/series/taming-master/info,https://d30womf5coomej.cloudfront.net/sa/a7/4df61537-5622-42c4-a275-50548458d433_z.jpg,"['ARC', 'Bingbinggo', 'Park Taeseok / RokMedia']","['Action', 'Fantasy']","1,472,715 views","48,218 subscribers","121,709 likes",https://d30womf5coomej.cloudfront.net/sa/db/63369772-d1ee-4092-abfc-b23ad5ca82de.jpg,"Jinsung may look like your average college student, but in the harsh VR world of Kaillan, he’s Ian, a mighty level 93 archer! So when he suddenly resets his character, everyone thinks he’s totally nuts! What they don’t realize is that Jinsung has unlocked a powerful, new hidden class. Now, taming monsters is tough, and leveling up is a slog. But when his VR-loving teacher threatens to fail him, Jinsung has just two months to level up and achieve glory as the one and only Taming Master!",[],60,"Jul 22, 2021"
Reborn as a Scholar,199491,https://tapas.io/series/reborn-as-a-scholar/info,https://d30womf5coomej.cloudfront.net/sa/ce/86c7a9d9-fc06-4162-8636-a9f26b795661_z.jpg,"['Ryu', 'YumClap']","['Action', 'Fantasy']","1,141,472 views","24,204 subscribers","121,689 likes",https://d30womf5coomej.cloudfront.net/sa/ae/7ba8fd5c-91bb-4e54-afb8-68abfd03ffb1.jpg,"I used to be a ruthless warrior, hated by many and feared by all. My bloodthirsty rampage comes to a life-shattering halt during a fierce battle with a monk, and now I’ve been reincarnated as Junwoo Hwang, the eldest son of the revered Lord of Suzhou. My new dad wants me to become a great scholar but no amount of studying can take away my love of martial arts and my itch for danger. Will I get to be the powerful warrior I was born to be or will my studies change me from callous to noble?",[],134,"Mar 21, 2021"
Devil Sword King,54581,https://tapas.io/series/devilswordking/info,https://d30womf5coomej.cloudfront.net/sa/85/6f19e75b-33d5-45b1-b9a2-7fe8761052fb_z.jpg,['SOGUMI'],"['Fantasy', 'Action']","2,692,052 views","65,905 subscribers","121,107 likes",https://d30womf5coomej.cloudfront.net/sa/67/146ad93a-1618-4960-8c52-aacfa70e5161.jpg,"New Episodes every Tuesday.
A boy lives two lives: a young leader in a magical world and a high-schooler in reality. And he’s determined to live in both! Dive into this action-packed martial art fusion comic!",[],298,"Jan 12, 2017"
I Woke Up as the Villain,202464,https://tapas.io/series/i-woke-up-as-the-villain/info,https://d30womf5coomej.cloudfront.net/sa/78/76fe1cbd-27e3-4a82-acd9-3f254a39622f_z.jpg,"['yu hyun so', 'arlg']","['Action', 'Fantasy']","1,024,656 views","31,963 subscribers","118,698 likes",https://d30womf5coomej.cloudfront.net/sa/49/b378d644-605f-41db-97da-ce3863057681.jpg,"Yuseong’s an ordinary office worker, reincarnated as a web novel’s foolish side character of the same name. Born into the wealthy Haesung Group conglomerate, hated by his family, and prone to violent tantrums, the character’s fated to be manipulated and killed. To escape his doom, the new Yuseong finds a way to become one of the Awakened, those gifted with supernatural powers. He’ll try to level up and climb the ranks, defeating monsters in different dimensions… and his enemies at the same time.",[],75,"Apr 10, 2021"
Kitchen Goddess and the Assassin,199470,https://tapas.io/series/kitchen-goddess-and-the-assassin/info,https://d30womf5coomej.cloudfront.net/sa/6e/27e72bae-8bea-4800-a5b4-d0f078b6541d_z.jpg,['TRCartoon'],"['Romance', 'Drama', 'Comedy', 'Fantasy']","980,505 views","35,742 subscribers","116,390 likes",https://d30womf5coomej.cloudfront.net/sa/ce/8285190f-7e15-4c3a-982d-0faef996617e.jpg,"I'm an orphan who only ever dreamt of cooking until I fell into the clutches of the Zhao Manor. Due to my perfect looks, I found myself in constant peril, but as fate would have it, this top assassin kidnappe— I mean, employed me to be his personal chef! When he first brought me to his lair, I thought, ""What the heck am I doughing here?"" But he's a fierce fighter who protects me from danger, and I, Willow Ye, am determined to become a master chef! We make a great pear~ You butter believe it!",[],114,"Mar 11, 2021"
I Didn't Mean to Seduce the Male Lead!,224756,https://tapas.io/series/i-didnt-mean-to-seduce-the-male-lead/info,https://d30womf5coomej.cloudfront.net/sa/91/761bcd4a-908d-4d7a-afae-c64c7bb9ed8a_z.jpg,"['salty', 'dancheong', 'lazypiece']","['Romance', 'Fantasy']","1,101,411 views","47,780 subscribers","115,593 likes",https://d30womf5coomej.cloudfront.net/sa/2d/2fadccd2-0929-4c2f-97cc-0722dd674ea1.jpg,"Baroness Eleanor Mariche, renowned novelist and relationship expert, has been summoned by an ambitious duke to convince his son, Count Ryan Calabria, into marrying the princess. The problem is… not only does the count have no interest in the princess, he seems to have fallen for Eleanor instead! Now, she must deal with the wrath of his unhappy father, and also defend herself against a two-faced princess! Will she emerge victorious in this struggle for love and power?",[],35,"Jan 17, 2022"
Villains,92846,https://tapas.io/series/villains/info,https://d30womf5coomej.cloudfront.net/sa/9d/814bda57-7587-4aa0-83b2-2e3dc1d34936_z.jpg,['spark kim'],"['Drama', 'Comedy']","1,187,826 views","41,645 subscribers","115,454 likes",4,"Unable to activate his superpowers since graduating from the prestigious Hero Academy, Ron struggles to land a job as a superhero. One day, Ron accepts a mysterious job interview where he gets scouted by Darren. The job? Be Darren's personal assistant, who just happens to be the world's most notorious villain. But Darren turns out to be a great boss who cares deeply about his employees’ work-life balance, going so far as to brew morning coffee for them. The more involved Ron gets with the life of being a villain, the more he begins to question the conventional definitions of good and bad.",[],65,"May 07, 2018"
The Return of the 8th Class Mage,226669,https://tapas.io/series/the-return-of-the-8th-class-mage/info,https://d30womf5coomej.cloudfront.net/sa/0d/83d64132-9492-4d3f-bd29-123a62257d6e_z.jpg,"['Tess', 'Ryu song']","['Action', 'Fantasy']","1,362,715 views","54,157 subscribers","114,997 likes",https://d30womf5coomej.cloudfront.net/sa/0f/623ea218-58b6-4d33-9f72-e5d5f16bdd5b.jpg,"As a powerful 8th class mage, Ian Paige took countless innocent lives under the orders of Emperor Ragnar, a close friend and ruler of the Greenriver Empire. Yet despite their closeness, Ragnar views Ian as a threat and subsequently poisons him. Using time magic, Ian saves himself and returns 30 years to the past. Now a young boy, Ian joins an elite order of mages to hone his abilities once again. This time, he’ll get revenge on the emperor who betrayed him and reclaim glory as an 8th class mage!",[],32,"Feb 03, 2022"
The Knight and Her Emperor,178208,https://tapas.io/series/the-knight-and-her-emperor/info,https://d30womf5coomej.cloudfront.net/sa/27/0b3d654a-d863-4bb7-8f33-57c129b9f062_z.jpg,"['Team IYAK (winter,heyum)', 'G.M']","['Romance', 'Drama', 'Fantasy']","865,413 views","29,125 subscribers","114,659 likes",https://d30womf5coomej.cloudfront.net/sa/ba/eb1b5885-e420-4800-a1d5-6d0fe79c6cca.jpg,"Pollyanna is an unremarkable girl in a noble family — so unremarkable her parents send her to military conscription hoping she'll die quickly in battle. Left only with her wits and her strength, Pollyanna fights to rise up in the ranks. One day, this talented but overlooked knight meets an ardent king, one who finally acknowledges her worth. Moved by his dream for unity, Pollyanna vows to fight for him. But now the young king is slowly realizing this stalwart knight has also conquered his heart...","['#maid', '#isekai', '#maid', '#isekai']",113,"Jul 25, 2020"
Woman's Best Friend,51357,https://tapas.io/series/womansbestfriend/info,https://d30womf5coomej.cloudfront.net/sa/07/49b273d6-f042-446f-b7c6-4c28901e97e6_z.jpg,"['Dodam', 'Hyun Sung Lee']","['Romance', 'Drama', 'Slice of life']","1,434,930 views","45,579 subscribers","113,924 likes",6,"There’s a crazy dog at Sungwoon Publishing Company. It has an expressionless face, a monotone voice, cold and dark eyes, and a difficult personality. Its name is Woojoon Seo.

But is this man really crazy? 

Taeryung is exhausted from love, work, and even her her own family. To the tired Taeryung, Woojoon’s gentle and tender actions seem more like of a loveable pet than of a crazy dog. She doesn’t know what to make of him! At times, he seems like a loyal doberman and others, a cute maltese. What's a girl to do?",[],108,"Dec 09, 2016"
Spun Together ,147314,https://tapas.io/series/spuntogether/info,https://d30womf5coomej.cloudfront.net/sa/42/53322375-d9f4-45c9-bded-0c671bd542cc_z.png,['100g Rice Noodles'],"['BL', 'Comedy']","881,770 views","44,767 subscribers","113,386 likes",6,"A young yarn shop owner, Teddy was raised to believe love could touch people’s lives. That all changed when he met Rain, a popular but rude artist disgusted by the touch of other people. After accidentally injuring Rain’s hand, Teddy promises to nurse him back to good health. Cooking, cleaning, Teddy does his best to make things right despite Rain telling him he’s doing everything wrong. Little does he know Teddy’s touch is the first that makes him feel…good. Can Teddy knit Rain back together? And why is Rain afraid of skin contact? The strings of fate have been tied together!",[],67,"Aug 08, 2019"
Becoming the Dark Hero's Daughter,222692,https://tapas.io/series/becoming-the-dark-heros-daughter/info,https://d30womf5coomej.cloudfront.net/sa/21/4bb88271-f2a8-4801-9640-0b4fbd223b3a_z.jpg,"['PINA', 'Gomdal', 'Lisabel']","['Fantasy', 'Romance']","1,072,488 views","52,540 subscribers","113,215 likes",https://d30womf5coomej.cloudfront.net/sa/f7/4d949b67-2ac4-4773-accb-cbdfc179a577.jpg,"Duke Kallen de Lewelton is bloodthirsty and ruthless when it comes to killing criminals, but a total sucker when it comes to his new daughter! Peasant girl Lae learns this herself when a fateful run-in with the duke results in her adoption into the Lewelton home. Armed with a sharp mind and the knowledge from her past life, Lae makes the perfect addition to the family’s quest to quell injustice. But as the mysteries of the capital’s underbelly rise to the surface, will she and her new family withstand the return of a true criminal mastermind?",[],34,"Dec 13, 2021"
The King in the Sun - PT/BR,60241,https://tapas.io/series/The-King-in-the-Sun-PTBR/info,https://d30womf5coomej.cloudfront.net/sa/d6/9326b12b-9c06-4eef-96c3-f945b0880cf7_z.jpg,['Raven & Blue Jay'],"['Mystery', 'BL', 'LGBTQ+']","914,800 views","4,582 subscribers","112,922 likes",https://d30womf5coomej.cloudfront.net/sa/b5/da38a4a4-b330-4bef-85a8-67c465cb2930.jpg,"Original english version:
https://tapastic.com/series/The-King-in-the-Sun

""Eliot,
O dia estava ensolarado hoje, 
Como eu adorava.""

Uma webcomic BL de mistério sobre um assassinato, campos de girassóis e chances perdidas. Que o sol brilhe sobre todos nós.

TW: Suicídio/Depressão/Linguagem forte

Vote pela gente no Top Webcomics!
http://www.topwebcomics.com/vote/21967","['#bl', '#Misterio', '#assassinato', '#bl', '#Misterio', '#assassinato']",238,"May 21, 2021"
Whispers of the True King,92832,https://tapas.io/series/Whispers-of-the-True-King/info,https://d30womf5coomej.cloudfront.net/sa/02/a460f576-c2b1-441b-9fcd-54e1f2dee3f0_z.jpg,['Pokcik Emiree'],"['Fantasy', 'Action', 'Drama']","1,159,787 views","59,951 subscribers","112,052 likes",https://d30womf5coomej.cloudfront.net/sa/dc/7ced1c07-a9b9-45fd-aa8a-79e191b11b33.jpg,"Who is the most powerful man? The ruler? Or the one he listens to? Daerin has questioned this many times in his training to become the newest Grande Merle, Camelot's most powerful sorcerer and right hand of its king, the Arth. Can he shake the status quo and ensure the Arth's seat is no longer one of a puppet ruler? An action fantasy story inspired by the legends of King Arthur.","['#magic', '#Fantasy', '#medieval', '#King', '#epic', '#throne', '#merlin', '#arthur', '#Arthurian_legend', '#magic', '#Fantasy', '#medieval', '#King', '#epic', '#throne', '#merlin', '#arthur', '#Arthurian_legend']",60,"Feb 28, 2019"
Gourmet Gaming,214431,https://tapas.io/series/gourmet-gaming/info,https://d30womf5coomej.cloudfront.net/sa/f2/f11b347e-adf2-45be-9143-3bc5ee60b51f_z.jpg,"['Park Mingyu', 'COGE']","['Action', 'Fantasy']","1,137,360 views","36,519 subscribers","111,942 likes",https://d30womf5coomej.cloudfront.net/sa/2d/237e83e6-0870-4100-b51f-101db6539e79.jpg,"Kang Minhyuk suffers from a rare disorder that makes it impossible for him to stop eating. Despite strict diet and exercise, Minhyuk’s weight is now life-threatening. As a last resort, his doctor recommends a unique treatment—Athenae, a VR game where one can eat as much as they want without consequence. Crispy fried chicken! Scrumptious samgyetang! Inside Athenae, all food tastes real, but earning it is no cakewalk. In order to live, Minhyuk must go on the ultimate fantasy gourmet adventure!",[],45,"Sep 27, 2021"
The Lady and the Lion,191747,https://tapas.io/series/the-lady-and-the-lion/info,https://d30womf5coomej.cloudfront.net/sa/d5/e265204b-f0b3-4e25-ace2-3a7aaf1bf052_z.jpg,"['Ranpo.Y ', 'J.N.Gigabit ', 'Kuaikan Comics']","['Fantasy', 'Romance', 'Drama']","1,243,342 views","47,570 subscribers","111,236 likes",https://d30womf5coomej.cloudfront.net/sa/18/d4ca4ce4-9217-4b4f-a469-b4dea184eea0.jpg,"Young, willful Princess Hilna longs to do what boys can do: ride wild horses, practice sword fighting, seek adventure. But her strict father and spiteful stepmother see her worth as nothing more than an accessory for her future husband. Then she meets Latio, a brash and mysterious warrior prince, who seems to be the only one who truly understands her. Their intertwining fates take them down a path of ruin and betrayal as dark forces bring two empires and a kingdom to the brink of war.",[],117,"Dec 26, 2020"
Beneath the Ark ,75571,https://tapas.io/series/BeneathTheArk/info,https://d30womf5coomej.cloudfront.net/sa/8c/df694ecd-9863-4714-920c-128046e219c6_z.jpg,['Orangeplum'],"['Fantasy', 'Drama']","1,064,860 views","16,237 subscribers","110,537 likes",6,"Plagued with choppy, insignificant visions since birth, Autumn Harper has accepted her fate as the world's worst psychic. That is, until one day she's accosted by a man who claims to be an Archangel with a plan for her. Together, Michael and Autumn utilize her visions in hopes of preventing future catastrophes. But perhaps sometimes there are things better left unseen.",[],80,"Aug 04, 2017"
The Devil's Tango,144878,https://tapas.io/series/thedevilstango/info,https://d30womf5coomej.cloudfront.net/sa/57/d01b4bb4-c291-4c01-ac59-81800183a9e3_z.jpg,['Chickenmeat'],"['BL', 'Comedy', 'Fantasy']","1,063,069 views","40,325 subscribers","108,420 likes",6,"Daegun Gal is a salaryman currently suffering from long night shifts and little pay. Then, one night, a devil appeared and claims to know him personally?! This is the story of a man and the devil that swept him off his feet.",[],60,"Jul 13, 2019"
What It Means to Be You,211464,https://tapas.io/series/what-it-means-to-be-you/info,https://d30womf5coomej.cloudfront.net/sa/ea/05e82b05-d2ce-4673-8f26-d6a2daf4bbfc_z.jpg,"['Leebora', 'Ocean', 'Lanyong']","['Romance', 'Fantasy']","842,613 views","35,487 subscribers","107,569 likes",https://d30womf5coomej.cloudfront.net/sa/22/43a05b64-1111-4288-85d5-f94115fe873a.jpg,"The refined Princess Violet is set to marry Winter, a nobleman’s illegitimate (and hot-tempered) son, to clear her family’s debt. For her, it’s love at first sight, but the marriage plunges into disaster as her family’s royal status becomes null and void and she’s branded a swindler. Three years into this nightmare, the ex-princess decides to end it all… only to wake up in Winter’s body instead! Puzzled by the sudden body swap and unable to rely on others, will the two finally see eye-to-eye?",[],72,"Jul 29, 2021"
The Millionaire Divorcee,229277,https://tapas.io/series/the-millionaire-divorcee/info,https://d30womf5coomej.cloudfront.net/sa/3e/9241fca9-065a-4eb7-8b50-80bcd54114ab_z.jpg,"['DING9(AKEO STUDIO)', 'Dorin', 'Han Isel']","['Romance', 'Fantasy']","1,138,050 views","43,610 subscribers","107,370 likes",https://d30womf5coomej.cloudfront.net/sa/40/261ba16e-1194-4ea9-b126-cf811d2a97df.jpg,"Duchess Alicia de Payharen’s world gets flipped upside down when her philandering husband hands her divorce documents. Luckily, she secures a large settlement to her advantage. As she sets out with her maid, Neri, Alicia uses her new capital to kickstart a bold new business idea. The trade? Jewelry! With tenacity and honed intellect, Alicia de Payharen vows to secure her spot as a business mogul. This ex-duchess has many obstacles to overcome to meet her goal, but she’s keeping her eyes on the prize and going for the gold!",[],26,"Mar 13, 2022"
As You Wish,113400,https://tapas.io/series/asyouwish/info,https://d30womf5coomej.cloudfront.net/sa/ca/92c05b59-84d4-4aa7-8d6c-08efec87abbf_z.jpg,"['Seoho', 'Xian']","['BL', 'Fantasy']","1,314,173 views","75,425 subscribers","106,425 likes",6,"Ein Price was 35 when he was murdered. Now he’s 19 again and back in college with the man he was madly in love with: Ray Cunnington. 

After saving a dragon named Null, Ein was given three wishes. The first was a sausage. The second was for Ray to be the last face he saw before he dies. 

His wish was granted…",[],31,"Jul 25, 2018"
Sound of Bread,208242,https://tapas.io/series/sound-of-bread/info,https://d30womf5coomej.cloudfront.net/sa/9f/0cbab2ad-5f91-4a03-a827-1ab7f2b20e71_z.jpg,"['覓琴 (miqin)', 'Kisai Entertainment', 'scarlozet']",['Romance'],"959,329 views","45,670 subscribers","106,001 likes",https://d30womf5coomej.cloudfront.net/sa/72/c164c0b3-0d80-4d91-bb38-63779d5edb28.jpg,"Kimmie, a synesthete who can hear tastes as music, is an acclaimed young cellist determined to become a renowned conductor. Kale is an unkempt, rude apprentice at a no-name bakery in Paris who says and does whatever he wants. She can't stand him, but there's one thing that keeps her coming back: the bread he bakes has the most beautiful music she's ever heard. Can this unlikely friendship help Kimmie overcome her perfectionism and lead to... something more?",[],51,"Jun 15, 2021"
Born Sexy Tomorrow,102287,https://tapas.io/series/bst/info,https://d30womf5coomej.cloudfront.net/sa/da/01bac73e-71d8-466b-9c7e-a57bf518a8fd_z.jpg,['VVBG'],"['BL', 'Romance', 'Action', 'Comedy', 'Science fiction']","1,407,720 views","66,713 subscribers","104,979 likes",https://d30womf5coomej.cloudfront.net/sa/a5/47b3a359-fb2b-493d-86d6-9d0dbfb37d5b.png,"Blaze Galaxy, a reckless renegade spaceman rogue, lives by his own rules. Fighting, feasting, and f-uh, fostering human-alien relationships from planet to planet, he fears nothing...except commitment. His current mission: to save the human race from certain extinction (again). Just another Wednesday, really. Until he accidentally awakens J-450n, an (adorable) assassin cyborg created by a race of perverted aliens, whose prime objective is to eliminate human life. Only J-450n's been programmed to imprint upon the first living being that he sees...

Join Blaze Galaxy and J-450n as they pew pew their way through the galaxy, dancing in cantinas, warring with stars, battling galacticas, and fleeing from Blaze's crippling emotional problems at the speed of light. It's the adventure of a spacetime! In BORN SEXY TOMORROW.",[],34,"Apr 14, 2018"
My Darling is the Cutest,208257,https://tapas.io/series/my-darling-is-the-cutest/info,https://d30womf5coomej.cloudfront.net/sa/75/2541544f-963d-4a7c-9b36-e8d98d0f34ac_z.jpg,"['Yofox', 'Guo Site', 'Kuaikan Comics']","['GL', 'Drama']","613,437 views","34,319 subscribers","104,718 likes",https://d30womf5coomej.cloudfront.net/sa/83/0c19c0ef-80f8-4782-9bef-c7dfd42da68a.jpg,"As the top freshman at Brilliant Minds High, Sadie Cang is surrounded by students who admire her brilliance, yet she lacks a single real friend. Fellow student Lex Qi has long since accepted her own hopeless, ""dead last"" title, along with everyone’s aversion to her seemingly contagious tendency to fail. Although they were both prepared to go through high school in these lonely roles, a silly rumor forced them together. Will an imperfect pairing form the perfect bond they never knew they wanted?",[],118,"Jun 12, 2021"
The Villainess's Days are Numbered!,217946,https://tapas.io/series/the-villainesss-days-are-numbered/info,https://d30womf5coomej.cloudfront.net/sa/e8/cb94c081-0bdc-40ce-82c1-eced671c2d4a_z.jpg,"['Harasyo', 'Salmon', 'Ryuho']","['Romance', 'Fantasy']","1,002,583 views","33,633 subscribers","103,529 likes",https://d30womf5coomej.cloudfront.net/sa/91/9ca5c413-9640-43cf-8fd9-ead9ea266430.jpg,"I’ve been reborn as Clea Rino, the world’s most wicked villainess! Before her death, Clea made a deal with the Demon King to marry her true love, Isaac Detroi. To get my life back, I must fulfill that contract for just six months. Guess I didn’t read the fine print, because her body is weak. I lose 1 HP with every step! With time ticking, I’m signing over her family’s fortune for Isaac’s hand in marriage. It’s purely business, so why am I catching feelings? Who knew this villainess had a heart?",[],49,"Oct 07, 2021"
